Timestamp,AirQualityStationEoICode,AveragingTime,PM10,PM2.5
2013-01-01 23:00:00,DESN025,day,34.72,23.01
2013-01-02 23:00:00,DESN025,day,15.82,9.06
2013-01-03 23:00:00,DESN025,day,11.31,7.85
2013-01-04 23:00:00,DESN025,day,17.18,10.78
2013-01-05 23:00:00,DESN025,day,7.29,5.3
2013-01-06 23:00:00,DESN025,day,9.13,6.79
2013-01-07 23:00:00,DESN025,day,16.84,8.29
2013-01-08 23:00:00,DESN025,day,32.49,22.37
2013-01-09 23:00:00,DESN025,day,19.35,15.53
2013-01-10 23:00:00,DESN025,day,15.89,8.48
2013-01-11 23:00:00,DESN025,day,12.35,8.09
2013-01-12 23:00:00,DESN025,day,19.62,13.45
2013-01-13 23:00:00,DESN025,day,24.46,19.12
2013-01-14 23:00:00,DESN025,day,43.79,32.98
2013-01-15 23:00:00,DESN025,day,46.21,37.72
2013-01-16 23:00:00,DESN025,day,71.72,59.19
2013-01-17 23:00:00,DESN025,day,39.92,34.86
2013-01-18 23:00:00,DESN025,day,19.13,18.42
2013-01-19 23:00:00,DESN025,day,31.05,31.13
2013-01-20 23:00:00,DESN025,day,60.07,49.3
2013-01-21 23:00:00,DESN025,day,52.06,47.58
2013-01-22 23:00:00,DESN025,day,47.94,48.09
2013-01-23 23:00:00,DESN025,day,52.72,46.2
2013-01-24 23:00:00,DESN025,day,77.87,62.8
2013-01-25 23:00:00,DESN025,day,74.44,70.29
2013-01-26 23:00:00,DESN025,day,69.72,63.07
2013-01-27 23:00:00,DESN025,day,34.91,
2013-01-28 23:00:00,DESN025,day,23.12,14.16
2013-01-29 23:00:00,DESN025,day,10.48,
2013-01-30 23:00:00,DESN025,day,6.63,
2013-01-31 23:00:00,DESN025,day,17.38,6.38
2013-02-01 23:00:00,DESN025,day,16.63,8.83
2013-02-02 23:00:00,DESN025,day,11.49,7.41
2013-02-03 23:00:00,DESN025,day,15.71,6.61
2013-02-04 23:00:00,DESN025,day,10.07,6.05
2013-02-05 23:00:00,DESN025,day,15.3,7.46
2013-02-06 23:00:00,DESN025,day,21.0,11.26
2013-02-07 23:00:00,DESN025,day,22.96,16.42
2013-02-08 23:00:00,DESN025,day,22.06,16.06
2013-02-09 23:00:00,DESN025,day,25.38,21.03
2013-02-10 23:00:00,DESN025,day,32.49,24.27
2013-02-11 23:00:00,DESN025,day,43.11,32.58
2013-02-12 23:00:00,DESN025,day,55.01,45.5
2013-02-13 23:00:00,DESN025,day,54.35,45.35
2013-02-14 23:00:00,DESN025,day,58.82,45.17
2013-02-15 23:00:00,DESN025,day,70.68,53.09
2013-02-16 23:00:00,DESN025,day,80.45,65.18
2013-02-17 23:00:00,DESN025,day,67.51,55.95
2013-02-18 23:00:00,DESN025,day,51.39,36.03
2013-02-19 23:00:00,DESN025,day,28.38,23.48
2013-02-20 23:00:00,DESN025,day,13.07,9.09
2013-02-21 23:00:00,DESN025,day,16.24,13.23
2013-02-22 23:00:00,DESN025,day,45.65,41.55
2013-02-23 23:00:00,DESN025,day,33.54,31.78
2013-02-24 23:00:00,DESN025,day,28.16,23.33
2013-02-25 23:00:00,DESN025,day,51.96,42.47
2013-02-26 23:00:00,DESN025,day,61.09,36.89
2013-02-27 23:00:00,DESN025,day,19.65,15.98
2013-02-28 23:00:00,DESN025,day,50.72,36.76
2013-03-01 23:00:00,DESN025,day,34.17,21.46
2013-03-02 23:00:00,DESN025,day,47.0,25.61
2013-03-03 23:00:00,DESN025,day,29.01,18.36
2013-03-04 23:00:00,DESN025,day,44.81,23.32
2013-03-05 23:00:00,DESN025,day,52.03,27.37
2013-03-06 23:00:00,DESN025,day,62.16,39.12
2013-03-07 23:00:00,DESN025,day,82.52,58.41
2013-03-08 23:00:00,DESN025,day,40.16,33.74
2013-03-09 23:00:00,DESN025,day,40.43,30.83
2013-03-10 23:00:00,DESN025,day,34.08,27.89
2013-03-11 23:00:00,DESN025,day,38.34,33.05
2013-03-12 23:00:00,DESN025,day,30.49,26.78
2013-03-13 23:00:00,DESN025,day,32.74,25.49
2013-03-14 23:00:00,DESN025,day,46.87,39.73
2013-03-15 23:00:00,DESN025,day,45.42,33.54
2013-03-16 23:00:00,DESN025,day,54.94,40.8
2013-03-17 23:00:00,DESN025,day,40.01,29.15
2013-03-18 23:00:00,DESN025,day,39.97,33.14
2013-03-19 23:00:00,DESN025,day,60.76,50.61
2013-03-20 23:00:00,DESN025,day,28.96,27.68
2013-03-21 23:00:00,DESN025,day,38.71,30.1
2013-03-22 23:00:00,DESN025,day,30.45,23.5
2013-03-23 23:00:00,DESN025,day,28.39,20.37
2013-03-24 23:00:00,DESN025,day,28.39,22.44
2013-03-25 23:00:00,DESN025,day,33.44,22.25
2013-03-26 23:00:00,DESN025,day,34.6,20.58
2013-03-27 23:00:00,DESN025,day,38.08,24.32
2013-03-28 23:00:00,DESN025,day,55.46,43.59
2013-03-29 23:00:00,DESN025,day,66.77,61.5
2013-03-30 23:00:00,DESN025,day,69.01,56.9
2013-03-31 23:00:00,DESN025,day,33.33,27.97
2013-04-01 23:00:00,DESN025,day,21.59,16.53
2013-04-02 23:00:00,DESN025,day,33.56,21.59
2013-04-03 23:00:00,DESN025,day,39.7,27.04
2013-04-04 23:00:00,DESN025,day,42.21,28.98
2013-04-05 23:00:00,DESN025,day,43.13,29.64
2013-04-06 23:00:00,DESN025,day,30.53,21.17
2013-04-07 23:00:00,DESN025,day,34.79,26.05
2013-04-10 23:00:00,DESN025,day,24.75,12.62
2013-04-11 23:00:00,DESN025,day,19.48,12.6
2013-04-12 23:00:00,DESN025,day,18.69,11.69
2013-04-13 23:00:00,DESN025,day,30.82,17.3
2013-04-14 23:00:00,DESN025,day,20.21,12.06
2013-04-15 23:00:00,DESN025,day,33.38,19.05
2013-04-16 23:00:00,DESN025,day,53.01,32.75
2013-04-17 23:00:00,DESN025,day,40.36,21.8
2013-04-18 23:00:00,DESN025,day,41.52,20.4
2013-04-19 23:00:00,DESN025,day,47.99,18.58
2013-04-20 23:00:00,DESN025,day,25.44,12.6
2013-04-21 23:00:00,DESN025,day,37.2,22.95
2013-04-22 23:00:00,DESN025,day,62.69,37.02
2013-04-23 23:00:00,DESN025,day,61.65,36.57
2013-04-24 23:00:00,DESN025,day,56.43,36.96
2013-04-25 23:00:00,DESN025,day,80.17,47.98
2013-04-26 23:00:00,DESN025,day,60.17,31.27
2013-04-27 23:00:00,DESN025,day,8.82,7.27
2013-04-28 23:00:00,DESN025,day,15.09,8.74
2013-04-29 23:00:00,DESN025,day,28.5,19.36
2013-04-30 23:00:00,DESN025,day,39.51,23.7
2013-05-01 23:00:00,DESN025,day,26.67,19.76
2013-05-02 23:00:00,DESN025,day,39.86,26.63
2013-05-03 23:00:00,DESN025,day,32.48,17.65
2013-05-04 23:00:00,DESN025,day,50.47,27.76
2013-05-05 23:00:00,DESN025,day,37.92,24.55
2013-05-06 23:00:00,DESN025,day,38.5,26.49
2013-05-07 23:00:00,DESN025,day,32.32,23.24
2013-05-08 23:00:00,DESN025,day,30.45,18.78
2013-05-09 23:00:00,DESN025,day,16.43,11.46
2013-05-10 23:00:00,DESN025,day,22.92,11.7
2013-05-11 23:00:00,DESN025,day,26.16,15.97
2013-05-12 23:00:00,DESN025,day,12.96,7.64
2013-05-13 23:00:00,DESN025,day,21.39,9.11
2013-05-14 23:00:00,DESN025,day,22.61,11.45
2013-05-15 23:00:00,DESN025,day,26.55,16.73
2013-05-16 23:00:00,DESN025,day,28.84,12.59
2013-05-17 23:00:00,DESN025,day,25.72,12.78
2013-05-18 23:00:00,DESN025,day,17.32,12.48
2013-05-19 23:00:00,DESN025,day,21.33,13.88
2013-05-20 23:00:00,DESN025,day,9.04,5.1
2013-05-21 23:00:00,DESN025,day,18.19,9.11
2013-05-22 23:00:00,DESN025,day,16.65,6.59
2013-05-23 23:00:00,DESN025,day,18.91,8.9
2013-05-24 23:00:00,DESN025,day,17.18,10.12
2013-05-25 23:00:00,DESN025,day,19.32,11.19
2013-05-26 23:00:00,DESN025,day,3.66,
2013-05-27 23:00:00,DESN025,day,10.53,6.45
2013-05-28 23:00:00,DESN025,day,23.51,13.94
2013-05-29 23:00:00,DESN025,day,15.42,10.3
2013-05-30 23:00:00,DESN025,day,24.17,14.94
2013-05-31 23:00:00,DESN025,day,21.33,10.7
2013-06-01 23:00:00,DESN025,day,18.32,12.92
2013-06-02 23:00:00,DESN025,day,14.04,5.92
2013-06-03 23:00:00,DESN025,day,23.76,7.95
2013-06-04 23:00:00,DESN025,day,24.07,9.93
2013-06-05 23:00:00,DESN025,day,16.69,7.54
2013-06-06 23:00:00,DESN025,day,24.19,11.65
2013-06-07 23:00:00,DESN025,day,26.72,15.31
2013-06-08 23:00:00,DESN025,day,27.16,17.07
2013-06-09 23:00:00,DESN025,day,21.24,14.13
2013-06-10 23:00:00,DESN025,day,17.67,9.27
2013-06-11 23:00:00,DESN025,day,24.12,11.69
2013-06-12 23:00:00,DESN025,day,27.26,12.96
2013-06-13 23:00:00,DESN025,day,23.71,13.1
2013-06-14 23:00:00,DESN025,day,15.36,7.74
2013-06-15 23:00:00,DESN025,day,18.68,10.01
2013-06-16 23:00:00,DESN025,day,14.21,7.16
2013-06-17 23:00:00,DESN025,day,20.7,10.25
2013-06-18 23:00:00,DESN025,day,41.5,24.07
2013-06-19 23:00:00,DESN025,day,37.46,26.36
2013-06-20 23:00:00,DESN025,day,40.97,32.08
2013-06-21 23:00:00,DESN025,day,20.94,7.91
2013-06-22 23:00:00,DESN025,day,13.64,7.24
2013-06-23 23:00:00,DESN025,day,11.96,6.57
2013-06-24 23:00:00,DESN025,day,19.8,7.36
2013-06-25 23:00:00,DESN025,day,14.97,8.12
2013-06-26 23:00:00,DESN025,day,15.65,6.82
2013-06-27 23:00:00,DESN025,day,19.33,11.25
2013-06-28 23:00:00,DESN025,day,16.49,9.68
2013-06-29 23:00:00,DESN025,day,14.28,7.59
2013-06-30 23:00:00,DESN025,day,17.95,6.04
2013-07-01 23:00:00,DESN025,day,15.95,8.16
2013-07-02 23:00:00,DESN025,day,18.69,10.26
2013-07-03 23:00:00,DESN025,day,22.45,9.94
2013-07-04 23:00:00,DESN025,day,20.45,10.29
2013-07-05 23:00:00,DESN025,day,32.82,18.95
2013-07-06 23:00:00,DESN025,day,22.44,12.32
2013-07-07 23:00:00,DESN025,day,16.62,9.78
2013-07-08 23:00:00,DESN025,day,27.02,13.94
2013-07-09 23:00:00,DESN025,day,35.34,20.67
2013-07-10 23:00:00,DESN025,day,26.32,13.14
2013-07-11 23:00:00,DESN025,day,22.17,9.88
2013-07-12 23:00:00,DESN025,day,23.17,11.19
2013-07-13 23:00:00,DESN025,day,20.53,12.94
2013-07-14 23:00:00,DESN025,day,21.56,14.92
2013-07-15 23:00:00,DESN025,day,20.15,9.66
2013-07-16 23:00:00,DESN025,day,32.1,17.86
2013-07-17 23:00:00,DESN025,day,26.45,14.66
2013-07-18 23:00:00,DESN025,day,23.2,10.12
2013-07-19 23:00:00,DESN025,day,25.27,11.71
2013-07-20 23:00:00,DESN025,day,18.29,9.94
2013-07-21 23:00:00,DESN025,day,15.59,7.73
2013-07-22 23:00:00,DESN025,day,23.14,11.77
2013-07-23 23:00:00,DESN025,day,31.34,15.69
2013-07-24 23:00:00,DESN025,day,25.07,13.28
2013-07-25 23:00:00,DESN025,day,27.71,19.22
2013-07-26 23:00:00,DESN025,day,25.22,15.45
2013-07-27 23:00:00,DESN025,day,27.36,15.73
2013-07-28 23:00:00,DESN025,day,23.64,13.35
2013-07-29 23:00:00,DESN025,day,18.37,9.56
2013-07-30 23:00:00,DESN025,day,22.67,7.18
2013-07-31 23:00:00,DESN025,day,15.09,7.74
2013-08-01 23:00:00,DESN025,day,19.08,8.65
2013-08-02 23:00:00,DESN025,day,29.61,12.82
2013-08-03 23:00:00,DESN025,day,27.02,13.27
2013-08-04 23:00:00,DESN025,day,16.54,10.66
2013-08-05 23:00:00,DESN025,day,22.34,11.55
2013-08-06 23:00:00,DESN025,day,27.37,14.54
2013-08-07 23:00:00,DESN025,day,32.41,18.36
2013-08-08 23:00:00,DESN025,day,21.81,10.18
2013-08-09 23:00:00,DESN025,day,25.61,11.56
2013-08-10 23:00:00,DESN025,day,21.98,11.86
2013-08-11 23:00:00,DESN025,day,17.71,6.81
2013-08-12 23:00:00,DESN025,day,17.78,7.76
2013-08-13 23:00:00,DESN025,day,14.18,6.77
2013-08-14 23:00:00,DESN025,day,15.2,6.78
2013-08-15 23:00:00,DESN025,day,27.13,11.84
2013-08-16 23:00:00,DESN025,day,26.21,12.18
2013-08-17 23:00:00,DESN025,day,30.25,14.24
2013-08-18 23:00:00,DESN025,day,20.98,9.35
2013-08-19 23:00:00,DESN025,day,16.46,8.71
2013-08-20 23:00:00,DESN025,day,17.14,7.88
2013-08-21 23:00:00,DESN025,day,20.56,10.36
2013-08-22 23:00:00,DESN025,day,25.0,14.47
2013-08-23 23:00:00,DESN025,day,30.37,17.83
2013-08-24 23:00:00,DESN025,day,20.11,12.6
2013-08-25 23:00:00,DESN025,day,18.12,11.97
2013-08-26 23:00:00,DESN025,day,23.95,9.75
2013-08-27 23:00:00,DESN025,day,23.01,11.01
2013-08-28 23:00:00,DESN025,day,29.45,15.8
2013-08-29 23:00:00,DESN025,day,32.78,15.4
2013-08-30 23:00:00,DESN025,day,37.83,20.55
2013-08-31 23:00:00,DESN025,day,35.72,23.35
2013-09-01 23:00:00,DESN025,day,17.24,5.96
2013-09-02 23:00:00,DESN025,day,22.13,11.84
2013-09-03 23:00:00,DESN025,day,19.24,11.03
2013-09-04 23:00:00,DESN025,day,23.94,15.01
2013-09-05 23:00:00,DESN025,day,16.73,10.29
2013-09-06 23:00:00,DESN025,day,25.67,16.74
2013-09-07 23:00:00,DESN025,day,25.51,15.71
2013-09-08 23:00:00,DESN025,day,21.79,14.35
2013-09-09 23:00:00,DESN025,day,8.58,6.92
2013-09-10 23:00:00,DESN025,day,13.37,6.29
2013-09-11 23:00:00,DESN025,day,10.77,6.36
2013-09-12 23:00:00,DESN025,day,18.91,13.59
2013-09-13 23:00:00,DESN025,day,23.46,16.13
2013-09-14 23:00:00,DESN025,day,17.42,11.57
2013-09-15 23:00:00,DESN025,day,9.22,4.89
2013-09-16 23:00:00,DESN025,day,15.4,6.47
2013-09-17 23:00:00,DESN025,day,16.19,7.54
2013-09-18 23:00:00,DESN025,day,26.71,9.25
2013-09-19 23:00:00,DESN025,day,21.04,10.33
2013-09-20 23:00:00,DESN025,day,17.11,9.98
2013-09-21 23:00:00,DESN025,day,19.66,14.18
2013-09-22 23:00:00,DESN025,day,19.9,12.57
2013-09-23 23:00:00,DESN025,day,18.82,10.52
2013-09-24 23:00:00,DESN025,day,19.47,10.57
2013-09-25 23:00:00,DESN025,day,152.5,38.05
2013-09-26 23:00:00,DESN025,day,27.81,19.15
2013-09-27 23:00:00,DESN025,day,25.45,14.83
2013-09-28 23:00:00,DESN025,day,22.67,14.58
2013-09-29 23:00:00,DESN025,day,15.14,9.41
2013-09-30 23:00:00,DESN025,day,21.66,11.1
2013-10-01 23:00:00,DESN025,day,25.86,14.76
2013-10-02 23:00:00,DESN025,day,23.76,13.06
2013-10-03 23:00:00,DESN025,day,22.63,15.42
2013-10-04 23:00:00,DESN025,day,30.63,15.62
2013-10-05 23:00:00,DESN025,day,31.51,18.69
2013-10-06 23:00:00,DESN025,day,25.99,19.37
2013-10-07 23:00:00,DESN025,day,29.08,17.66
2013-10-08 23:00:00,DESN025,day,34.44,23.65
2013-10-09 23:00:00,DESN025,day,42.85,27.49
2013-10-10 23:00:00,DESN025,day,15.73,9.59
2013-10-11 23:00:00,DESN025,day,15.69,12.08
2013-10-12 23:00:00,DESN025,day,21.98,14.68
2013-10-13 23:00:00,DESN025,day,20.96,13.46
2013-10-14 23:00:00,DESN025,day,29.26,15.65
2013-10-15 23:00:00,DESN025,day,17.54,11.87
2013-10-16 23:00:00,DESN025,day,29.7,19.66
2013-10-17 23:00:00,DESN025,day,18.99,10.07
2013-10-18 23:00:00,DESN025,day,19.58,8.45
2013-10-19 23:00:00,DESN025,day,24.46,12.4
2013-10-20 23:00:00,DESN025,day,18.21,10.42
2013-10-21 23:00:00,DESN025,day,29.3,12.57
2013-10-22 23:00:00,DESN025,day,30.85,13.96
2013-10-23 23:00:00,DESN025,day,29.19,14.28
2013-10-24 23:00:00,DESN025,day,26.68,12.39
2013-10-25 23:00:00,DESN025,day,29.97,14.77
2013-10-26 23:00:00,DESN025,day,20.07,12.03
2013-10-27 23:00:00,DESN025,day,10.99,7.28
2013-10-28 23:00:00,DESN025,day,16.45,10.69
2013-10-29 23:00:00,DESN025,day,19.7,9.56
2013-10-30 23:00:00,DESN025,day,23.0,11.42
2013-10-31 23:00:00,DESN025,day,27.57,15.91
2013-11-01 23:00:00,DESN025,day,29.74,19.61
2013-11-02 23:00:00,DESN025,day,15.73,10.5
2013-11-03 23:00:00,DESN025,day,9.72,4.09
2013-11-04 23:00:00,DESN025,day,8.73,4.28
2013-11-05 23:00:00,DESN025,day,15.63,8.61
2013-11-06 23:00:00,DESN025,day,16.22,7.92
2013-11-07 23:00:00,DESN025,day,9.12,4.49
2013-11-08 23:00:00,DESN025,day,12.16,7.22
2013-11-09 23:00:00,DESN025,day,12.19,6.11
2013-11-10 23:00:00,DESN025,day,11.2,6.36
2013-11-11 23:00:00,DESN025,day,26.44,12.57
2013-11-12 23:00:00,DESN025,day,31.33,18.26
2013-11-13 23:00:00,DESN025,day,34.86,15.03
2013-11-14 23:00:00,DESN025,day,42.07,19.73
2013-11-15 23:00:00,DESN025,day,48.53,32.21
2013-11-16 23:00:00,DESN025,day,48.2,37.34
2013-11-17 23:00:00,DESN025,day,37.24,27.56
2013-11-18 23:00:00,DESN025,day,37.69,25.57
2013-11-19 23:00:00,DESN025,day,31.4,24.15
2013-11-20 23:00:00,DESN025,day,11.8,9.18
2013-11-21 23:00:00,DESN025,day,16.14,11.1
2013-11-22 23:00:00,DESN025,day,15.91,10.69
2013-11-23 23:00:00,DESN025,day,19.05,12.87
2013-11-24 23:00:00,DESN025,day,14.67,8.28
2013-11-25 23:00:00,DESN025,day,20.75,11.58
2013-11-26 23:00:00,DESN025,day,24.12,14.84
2013-11-27 23:00:00,DESN025,day,34.51,21.81
2013-11-28 23:00:00,DESN025,day,21.28,12.76
2013-11-29 23:00:00,DESN025,day,20.52,10.36
2013-11-30 23:00:00,DESN025,day,13.27,7.9
2013-12-01 23:00:00,DESN025,day,18.18,9.83
2013-12-02 23:00:00,DESN025,day,32.44,14.32
2013-12-03 23:00:00,DESN025,day,41.74,21.35
2013-12-04 23:00:00,DESN025,day,33.88,23.56
2013-12-05 23:00:00,DESN025,day,19.3,13.21
2013-12-06 23:00:00,DESN025,day,18.93,6.14
2013-12-07 23:00:00,DESN025,day,17.28,10.8
2013-12-08 23:00:00,DESN025,day,15.32,12.34
2013-12-09 23:00:00,DESN025,day,15.7,12.58
2013-12-10 23:00:00,DESN025,day,35.06,26.62
2013-12-11 23:00:00,DESN025,day,21.69,13.55
2013-12-12 23:00:00,DESN025,day,24.35,12.54
2013-12-13 23:00:00,DESN025,day,21.95,10.96
2013-12-14 23:00:00,DESN025,day,24.61,16.78
2013-12-15 23:00:00,DESN025,day,17.72,11.63
2013-12-16 23:00:00,DESN025,day,25.31,12.84
2013-12-17 23:00:00,DESN025,day,51.37,19.95
2013-12-18 23:00:00,DESN025,day,42.34,21.66
2013-12-19 23:00:00,DESN025,day,30.73,20.47
2013-12-20 23:00:00,DESN025,day,28.73,18.9
2013-12-21 23:00:00,DESN025,day,21.65,10.71
2013-12-22 23:00:00,DESN025,day,14.96,8.32
2013-12-23 23:00:00,DESN025,day,11.91,6.16
2013-12-24 23:00:00,DESN025,day,13.05,5.34
2013-12-25 23:00:00,DESN025,day,17.08,10.38
2013-12-26 23:00:00,DESN025,day,20.86,16.07
2013-12-27 23:00:00,DESN025,day,15.17,9.21
2013-12-28 23:00:00,DESN025,day,12.58,7.58
2013-12-29 23:00:00,DESN025,day,6.92,4.35
2013-12-30 23:00:00,DESN025,day,15.59,8.73
2013-12-31 23:00:00,DESN025,day,28.83,20.13
2014-01-01 23:00:00,DESN025,day,54.93,42.48
2014-01-02 23:00:00,DESN025,day,17.96,13.46
2014-01-03 23:00:00,DESN025,day,13.72,9.65
2014-01-04 23:00:00,DESN025,day,15.16,9.43
2014-01-05 23:00:00,DESN025,day,15.84,9.71
2014-01-06 23:00:00,DESN025,day,13.2,7.01
2014-01-07 23:00:00,DESN025,day,16.3,8.37
2014-01-08 23:00:00,DESN025,day,21.72,9.84
2014-01-09 23:00:00,DESN025,day,16.27,10.02
2014-01-10 23:00:00,DESN025,day,15.58,7.58
2014-01-11 23:00:00,DESN025,day,22.16,9.44
2014-01-12 23:00:00,DESN025,day,18.35,8.71
2014-01-13 23:00:00,DESN025,day,29.88,18.09
2014-01-14 23:00:00,DESN025,day,30.2,23.85
2014-01-15 23:00:00,DESN025,day,35.86,24.47
2014-01-16 23:00:00,DESN025,day,19.13,16.11
2014-01-17 23:00:00,DESN025,day,21.95,14.15
2014-01-18 23:00:00,DESN025,day,20.79,16.42
2014-01-19 23:00:00,DESN025,day,33.48,27.92
2014-01-21 23:00:00,DESN025,day,20.95,16.64
2014-01-22 23:00:00,DESN025,day,46.57,40.58
2014-01-23 23:00:00,DESN025,day,46.72,41.56
2014-01-24 23:00:00,DESN025,day,59.35,53.18
2014-01-25 23:00:00,DESN025,day,71.1,62.28
2014-01-26 23:00:00,DESN025,day,58.77,51.98
2014-01-27 23:00:00,DESN025,day,29.53,19.89
2014-01-28 23:00:00,DESN025,day,37.6,29.29
2014-01-29 23:00:00,DESN025,day,57.55,46.84
2014-01-30 23:00:00,DESN025,day,67.63,57.41
2014-01-31 23:00:00,DESN025,day,87.74,73.08
2014-02-01 23:00:00,DESN025,day,33.11,29.55
2014-02-02 23:00:00,DESN025,day,34.59,31.0
2014-02-03 23:00:00,DESN025,day,34.72,28.76
2014-02-04 23:00:00,DESN025,day,41.33,29.91
2014-02-05 23:00:00,DESN025,day,39.28,29.85
2014-02-06 23:00:00,DESN025,day,26.0,14.26
2014-02-07 23:00:00,DESN025,day,23.48,8.73
2014-02-08 23:00:00,DESN025,day,14.14,6.75
2014-02-09 23:00:00,DESN025,day,9.58,3.69
2014-02-10 23:00:00,DESN025,day,19.73,8.18
2014-02-11 23:00:00,DESN025,day,24.3,12.78
2014-02-12 23:00:00,DESN025,day,21.2,9.96
2014-02-13 23:00:00,DESN025,day,18.95,10.45
2014-02-14 23:00:00,DESN025,day,18.48,8.39
2014-02-15 23:00:00,DESN025,day,13.89,5.97
2014-02-16 23:00:00,DESN025,day,11.01,4.12
2014-02-17 23:00:00,DESN025,day,22.26,9.13
2014-02-18 23:00:00,DESN025,day,28.12,16.81
2014-02-19 23:00:00,DESN025,day,35.07,18.63
2014-02-20 23:00:00,DESN025,day,26.43,15.46
2014-02-21 23:00:00,DESN025,day,21.13,13.39
2014-02-22 23:00:00,DESN025,day,19.96,9.62
2014-02-23 23:00:00,DESN025,day,17.59,11.4
2014-02-24 23:00:00,DESN025,day,32.66,22.27
2014-02-25 23:00:00,DESN025,day,44.24,29.35
2014-02-26 23:00:00,DESN025,day,54.25,38.72
2014-02-27 23:00:00,DESN025,day,52.11,36.41
2014-02-28 23:00:00,DESN025,day,34.47,26.79
2014-03-01 23:00:00,DESN025,day,38.72,31.89
2014-03-02 23:00:00,DESN025,day,44.36,35.04
2014-03-03 23:00:00,DESN025,day,55.99,36.93
2014-03-04 23:00:00,DESN025,day,70.55,46.15
2014-03-05 23:00:00,DESN025,day,65.05,46.46
2014-03-06 23:00:00,DESN025,day,77.19,54.76
2014-03-07 23:00:00,DESN025,day,64.8,44.8
2014-03-08 23:00:00,DESN025,day,68.0,48.86
2014-03-09 23:00:00,DESN025,day,67.43,52.49
2014-03-10 23:00:00,DESN025,day,71.46,48.92
2014-03-11 23:00:00,DESN025,day,78.2,55.55
2014-03-12 23:00:00,DESN025,day,43.72,25.58
2014-03-13 23:00:00,DESN025,day,74.44,48.11
2014-03-14 23:00:00,DESN025,day,82.71,59.29
2014-03-15 23:00:00,DESN025,day,38.24,24.1
2014-03-16 23:00:00,DESN025,day,14.28,9.59
2014-03-17 23:00:00,DESN025,day,28.06,16.15
2014-03-18 23:00:00,DESN025,day,47.63,33.02
2014-03-19 23:00:00,DESN025,day,23.14,14.21
2014-03-20 23:00:00,DESN025,day,23.42,10.58
2014-03-21 23:00:00,DESN025,day,30.66,16.0
2014-03-22 23:00:00,DESN025,day,18.65,12.82
2014-03-23 23:00:00,DESN025,day,19.74,13.02
2014-03-24 23:00:00,DESN025,day,24.13,17.51
2014-03-25 23:00:00,DESN025,day,22.32,14.58
2014-03-26 23:00:00,DESN025,day,29.01,21.1
2014-03-27 23:00:00,DESN025,day,30.15,23.86
2014-03-28 23:00:00,DESN025,day,50.69,34.94
2014-03-29 23:00:00,DESN025,day,50.92,36.78
2014-03-30 23:00:00,DESN025,day,61.13,48.02
2014-03-31 23:00:00,DESN025,day,76.95,53.8
2014-04-01 23:00:00,DESN025,day,77.06,52.98
2014-04-02 23:00:00,DESN025,day,58.45,40.3
2014-04-03 23:00:00,DESN025,day,60.88,33.48
2014-04-04 23:00:00,DESN025,day,68.59,51.36
2014-04-05 23:00:00,DESN025,day,52.06,38.57
2014-04-06 23:00:00,DESN025,day,55.3,42.65
2014-04-07 23:00:00,DESN025,day,34.66,18.08
2014-04-08 23:00:00,DESN025,day,32.65,15.4
2014-04-09 23:00:00,DESN025,day,23.84,12.66
2014-04-10 23:00:00,DESN025,day,13.64,7.54
2014-04-11 23:00:00,DESN025,day,26.89,14.84
2014-04-12 23:00:00,DESN025,day,38.3,24.98
2014-04-13 23:00:00,DESN025,day,34.78,23.29
2014-04-14 23:00:00,DESN025,day,25.0,9.55
2014-04-15 23:00:00,DESN025,day,18.79,6.75
2014-04-16 23:00:00,DESN025,day,18.0,9.58
